,Participant,Weight,State,Begin,End,Duration,User Agent,psid,pid,psid.1,pid.1,Q1,Q2,Q3,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q6,Q7,Q8,Q9,Q10.1.1,Q10.1.2,Q10.1.3,Q10.1.4,Q10.1.5,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11,Q11.12,Q11.13,Q12.1,Q12.2,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,Q12.10,Q12.11,Q12.12,Q12.13,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q14,Q16,Q17,Q18,Q19,Q20,Q21.1.1,Q21.1.2,Q21.1.3,Q21.1.4,Q21.1.5,Q21.1.6,Q21.1.7,Q21.2.1,Q21.2.2,Q21.2.3,Q21.2.4,Q21.2.5,Q21.2.6,Q21.2.7,Q21.3.1,Q21.3.2,Q21.3.3,Q21.3.4,Q21.3.5,Q21.3.6,Q21.3.7,Q21.4.1,Q21.4.2,Q21.4.3,Q21.4.4,Q21.4.5,Q21.4.6,Q21.4.7,Q21.5.1,Q21.5.2,Q21.5.3,Q21.5.4,Q21.5.5,Q21.5.6,Q21.5.7,Q22.1.1,Q22.1.2,Q22.1.3,Q22.1.4,Q22.1.5,Q22.1.6,Q22.1.7,Q22.1.8,Q22.1.9,Q22.1.10,Q22.1.11,Q22.1.12,Q22.1.13,Q22.1.14,Q22.2.1,Q22.2.2,Q22.2.3,Q22.2.4,Q22.2.5,Q22.2.6,Q22.2.7,Q22.2.8,Q22.2.9,Q22.2.10,Q22.2.11,Q22.2.12,Q22.2.13,Q22.2.14,Q22.3.1,Q22.3.2,Q22.3.3,Q22.3.4,Q22.3.5,Q22.3.6,Q22.3.7,Q22.3.8,Q22.3.9,Q22.3.10,Q22.3.11,Q22.3.12,Q22.3.13,Q22.3.14,Q22.4.1,Q22.4.2,Q22.4.3,Q22.4.4,Q22.4.5,Q22.4.6,Q22.4.7,Q22.4.8,Q22.4.9,Q22.4.10,Q22.4.11,Q22.4.12,Q22.4.13,Q22.4.14,Q22.5.1,Q22.5.2,Q22.5.3,Q22.5.4,Q22.5.5,Q22.5.6,Q22.5.7,Q22.5.8,Q22.5.9,Q22.5.10,Q22.5.11,Q22.5.12,Q22.5.13,Q22.5.14,Q23.1,Q23.2,Q23.3,Q23.4,Q23.5,Q23.6,Q23.7,Q23.8,Q24,Q25.1,Q25.2,Q25.3,Q25.4,Q25.5,Q25.6,Q25.7,Q25.8,Q26.1,Q26.2,Q26.3,Q26.4,Q26.5,Q26.6,Q26.7,Q26.8,Q27.1,Q27.2,Q27.3,Q27.4,Q27.5,Q27.6,Q28.1,Q28.2,Q28.3,Q28.4,Q28.5,Q29.1,Q29.2,Q29.3,Q31,Q32,Q33,Q34,CV1.1,CV1.2,CV1.3,CV2.1,CV2.2,CV2.3,CV2.4,CV3.1,CV6.1,CV6.2,M1,M7,M9
1078,4504,1,FINISHED,05.09.2022 - 19:41,05.09.2022 - 19:49,471,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.27",LF3hYlBK8AX9Wi6gEfK-tQ**,1505177686.0,,,46,3,5,5,1,2,1,3,1,4,2,4,1,Nike,,,,,0,0,1,0,1,1,0,0,0,0,0,0,0,,,1.0,,1.0,1.0,,,,,,,0,,,0.0,,0.0,1.0,,,,,,,6.0,,"Still need to get over the racist implications, but a good brand",,"Old school, but we still were them",Used to be able to compete with nike but not anymore,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,1,4,4,5,3,3,49.0,13.0,14.0,,13.0,5.0,15.0,18.0,22.0,7.0,12.0,,8.0,6.0,14.0,11.0,42.0,0.0,1.0,0.0,1.0,0.0,0.0,,8.0,,92.0,,,,,3,2,2,5,0,1,0,0,0,0,1,1.0,1,1,1.0,2,2
1083,4515,1,FINISHED,06.09.2022 - 18:53,06.09.2022 - 18:59,341,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",w2zFziDwVnNkwtvU_1eZeA**,256523862.0,,,30,2,5,5,5,4,5,4,4,3,4,4,2,merrell,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,,,,,,,,,,,0.0,0,1.0,,,,,,,,,,,0.0,1.0,is excellent brand,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,4,3,5,4,5,120.0,6.0,35.0,18.0,5.0,3.0,20.0,5.0,8.0,12.0,30.0,15.0,8.0,9.0,18.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,29.0,,58.0,,13.0,1.0,1.0,0.0,1,1,7,3,1,0,0,0,0,0,1,1.0,1,1,1.0,2,2
1084,4516,1,FINISHED,06.09.2022 - 18:54,06.09.2022 - 19:02,473,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:104.0) Gecko/20100101 Firefox/104.0,w2zFziDwVnMOVIdPMzzn5w**,255150751.0,,,38,2,5,4,4,4,5,5,5,5,5,4,1,Adidas,Reebok,Bata,,,1,1,1,0,1,0,0,0,0,1,0,1,0,1.0,1.0,1.0,,1.0,,,,,1.0,,1.0,0,1.0,1.0,1.0,,0.0,,,,,0.0,,1.0,12.0,Its famouse brand all over the world because of unique desifgns.,Great,Great Products.,,"Its my favourite because of product Durability,",1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,4,5,5,3,4,5,2,5,78.0,11.0,20.0,20.0,9.0,1.0,10.0,,29.0,2.0,6.0,36.0,1.0,0.0,37.0,,18.0,0.0,1.0,1.0,1.0,1.0,0.0,,12.0,15.0,52.0,21.0,,,,1,1,7,6,1,0,0,0,0,0,1,1.0,0,1,1.0,2,2
1092,4529,1,FINISHED,06.09.2022 - 19:40,06.09.2022 - 19:52,737,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",w2zFziDwVnP2XrFeLykAGg**,1678199705.0,,,67,1,34,5,3,3,4,5,5,6,1,4,1,Nike,Sketchers,Adidas,,,1,1,1,1,1,1,1,1,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,0.0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,0.0,7.0,I love them for working out and leisure,"Great for working out and walking, good for leisure",They are okay for leisure,I love them for leisure,They are good for leisure and walking,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,5,3,1,1,1,4,240.0,,10.0,50.0,5.0,,,,35.0,,5.0,50.0,10.0,,,,35.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,100.0,,,,,2,2,3,3,0,0,1,0,0,1,0,1.0,0,1,1.0,2,2
1098,4538,1,FINISHED,06.09.2022 - 20:27,06.09.2022 - 20:49,1337,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",w2zFziDwVnOuSxHXtSgBoQ**,256555994.0,,,38,1,48,5,4,2,4,4,4,6,4,3,1,Adidas,Puma,Brooks,Hoka,Reebok,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,Nike is overhyped - they have some cute styles but the fit of their shoe is not for everyone. I find that the quality of their products has dipped in the last couple of decades.,"New Balance has some good athletic shoes but seem to be leaning hard on their ""Dad Shoe"" image while it lasts.","Adidas is my favorite sneaker brand - they fit my foot perfectly with a high arch and wide toe box. Their aesthetic is fashion forward and they often collaborate with celebrity brands and designers, while maintaining high integrity of athletic support. ",Converse make my feet hurt - they are completely flat and should not be considered an athletic shoe. They do have some fun designs and a definite following.,Reebok is a throwback brand; I wouldn't consider them a technical shoe as much as a fashion statement now.,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,4,5,4,5,5,4,2,90.0,,5.0,10.0,1.0,3.0,80.0,1.0,,,5.0,10.0,1.0,3.0,80.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,1,6,6,3,1,0,0,0,0,0,1,1.0,1,1,1.0,2,2
1105,4550,1,FINISHED,06.09.2022 - 21:15,06.09.2022 - 21:27,733,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.27",w2zFziDwVnPCsNCdQ_3Abw**,256585364.0,,,63,1,3,5,5,3,3,5,4,6,2,3,2,adidas,skechers,nike ,puma,,1,1,1,1,1,1,1,1,0,1,1,1,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,7.0,I most associate Nike with running. ,"I am familiar with the name New Balance, but do not know anything about the brand.","Adidas has been around for a long time, and has a good reputation. ","I associate Converse with basketball, would be unlikely to purchase them.",Reebok is the brand that I most often purchase for my husband. They are the only brand that he will wear.,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,4,1,1,1,5,90.0,,,90.0,0.0,,,,10.0,,,82.0,0.0,,,,18.0,0.0,1.0,1.0,1.0,0.0,0.0,,30.0,10.0,60.0,,,,,3,1,6,8,0,0,1,0,0,0,1,1.0,1,1,1.0,2,2
1107,4555,1,FINISHED,06.09.2022 - 21:31,06.09.2022 - 21:36,309,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",w2zFziDwVnPaAb-_i1jCqg**,1993219703.0,,,66,2,50,5,4,4,4,4,5,3,3,3,1,all birds,brooks,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,,,,,,,1.0,,,,0,1.0,1.0,,,,,,,1.0,,,,9.0,athletic shoes and apparel.,,athletic shoes and apparel.,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,1,1,1,2,15.0,,50.0,,50.0,,,,,,47.0,,53.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,,,59.0,41.0,,,,,1,1,6,7,0,0,1,0,1,0,0,1.0,1,1,1.0,2,2
1110,4559,1,FINISHED,06.09.2022 - 21:54,06.09.2022 - 22:09,881,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:104.0) Gecko/20100101 Firefox/104.0,w2zFziDwVnPHST7I2gSLRQ**,256554044.0,,,64,1,38,5,3,1,1,3,4,6,3,5,1,Nike,Adidas,New Balance,Reebok,Avia,1,1,1,1,1,1,1,1,0,1,0,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.0,1.0,I remember Nike's debut in Oregon back when I was at the University of Oregon.  I live near the Nike Campus and my son works for them. I have owned many pairs of Nikes throughout my life and they are a great brand.,"I bought a pair of New Balance shoes when I started running. They are were very comfortable and also very cushioned. They really helped me to get my running exercise started but after that, I started running in Adidas, mainly because I got passes to the employee store and I got my shoes at half price.",I started buying Adidas when my son (who was a coach) gave me an employee store pass. I LOVED them and they were great for running. I have many pairs throughout the years but they don't seem to be very durable so I switched to Nike and I love them.,Converse shoes are mainly shoes to wear to be SEEN! They are very cool and make a fashion statement but they are not my choice for working out in.,"I bought a pair of Reebok shoes back when I was a K-5 music teacher. I needed shoes for ""Dancing Days"" in the gym when I co-taught dance.  I like them but they were very clunky and hard to dance in and I never bought another pair after that.",1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,5,5,1,1,4,90.0,,,,60.0,10.0,,,30.0,,,,60.0,10.0,,,30.0,0.0,1.0,0.0,1.0,0.0,0.0,,10.0,,90.0,,,,,2,1,6,5,0,0,1,0,0,0,1,1.0,1,1,1.0,2,2
1113,4567,1,FINISHED,06.09.2022 - 22:28,06.09.2022 - 22:39,664,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",w2zFziDwVnPHg2uq9xNqzA**,256608639.0,,,27,1,9,5,4,4,4,5,5,6,3,3,2,Adidas,Nike,Reebok,Under Armour,Puma,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,"Nike is the premier sports brand, in my opinion. I've owned many pairs of Nike sneakers, and I know people who will only buy Nike when it comes to sportswear.","New Balance is a sports brand, but my impression is that it is more of a discount brand.","Adidas is a sports brand that sells lots of sportswear, including sneakers.","Converse is a very distinctive shoe brand. They have an instantly recognizeable style. I owned at least 5 different pairs of converse when I was in high school, and I generally associate them with a younger audience.",Reebok is a sports brand that sells sneakers.,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,4,5,1,1,1,5,200.0,,,5.0,45.0,,,,50.0,,,5.0,45.0,,,,50.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,40.0,60.0,,,,1,3,8,3,1,0,0,0,0,1,0,1.0,1,1,1.0,2,2
1115,4570,1,FINISHED,06.09.2022 - 22:37,06.09.2022 - 22:44,416,"Mozilla/5.0 (Linux; Android 9; KFKAWI) AppleWebKit/537.36 (KHTML, like Gecko) Silk/102.4.13 like Chrome/102.0.5005.171 Safari/537.36",w2zFziDwVnPC1ZE_CQDKag**,256614353.0,,,34,2,21,5,5,4,5,4,4,6,5,4,1,Nike,Adidas,Puma,Under Armour,Asics,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,Highly recommended for sports and fadhion. Great legacy. ,Consistent over time. Very well regarded.,Excellent quality products. For all types of activities.,Authentic brand over time. Well thought of. ,Wonderful value. Consistent quality.,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,4,5,4,4,4,5,20.0,20.0,25.0,8.0,14.0,6.0,7.0,3.0,17.0,17.0,14.0,4.0,11.0,20.0,7.0,8.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,29.0,31.0,40.0,,,0.0,0.0,1.0,2,1,7,5,1,0,0,0,0,1,0,1.0,1,1,2.0,2,2
1119,4577,1,FINISHED,07.09.2022 - 19:20,07.09.2022 - 19:27,425,"Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/99.0.4844.59 Mobile/15E148 Safari/604.1",w2zFziDwVnMijR6eHn7q2A**,1502168499.0,,,44,1,33,5,4,2,4,5,5,3,4,3,1,New Balance ,Nike ,Sketchers,,,1,1,1,0,1,1,1,1,1,1,1,1,0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,It is a sporty brand.  ,They are good for wide feet.  ,It is a sporty brand.  ,The are basketball sneakers.  ,It is a sporty brand.  ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,1,1,1,1,5.0,,,60.0,40.0,,,,,,,60.0,40.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,1,1,8,8,0,1,0,1,0,0,0,1.0,1,1,2.0,2,2
1121,4583,1,FINISHED,07.09.2022 - 19:21,07.09.2022 - 19:30,524,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-T290) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/18.0 Chrome/99.0.4844.88 Safari/537.36",w2zFziDwVnO-EbhTVTZUHA**,247304177.0,,,43,2,39,4,3,4,5,4,2,4,3,3,2,Nike,Adidas,New Balance,Reebok,Doc Marten,1,1,1,1,1,1,1,0,0,1,0,1,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,0.0,3.0,Premium shoe that is more expensive.  Used by athletes more than anything.,Functional and affordable shoes.  They are very durable and come in a wide variety of sizes and styles.,Average company that doesn't stand out in anyway.  They are not the most reliable nor the most af.,Old school shoe that is reliable.  A bit boring with stylez and colors.,"Decent shoe that can be used for sports or home usage.  Good variety and moderately priced,",1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,5,1,1,1,5,480.0,,10.0,10.0,60.0,,,,20.0,,10.0,10.0,60.0,,,,20.0,0.0,1.0,1.0,1.0,1.0,0.0,,20.0,20.0,50.0,10.0,,,,2,1,3,3,0,1,0,1,0,0,0,1.0,1,1,2.0,2,2
1122,4584,1,FINISHED,07.09.2022 - 19:21,07.09.2022 - 19:31,602,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko)",w2zFziDwVnOaSBFGjJC1Fg**,51584009.0,,,30,1,11,5,4,4,4,5,5,4,4,4,2,nike,,,,,1,1,1,0,0,1,1,0,0,0,0,1,0,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,0,1.0,0.0,0.0,,,0.0,1.0,,,,,0.0,1.0,i love nike shoes because super strong ,new balance i love too because its foam and comportable,addidas is a nice brand to like nike strong,i like converse chuck taylor all star lift platform convass because im comfortable i like the design is awesome,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4,5,4,4,5,4,5,500.0,8.0,0.0,37.0,0.0,0.0,17.0,9.0,29.0,0.0,0.0,22.0,1.0,0.0,33.0,0.0,44.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,17.0,27.0,24.0,20.0,0.0,1.0,0.0,2,1,6,2,1,0,0,0,0,1,0,1.0,1,1,1.0,2,2
